date,price_eur_mwh
2021-09-05,103.28791666666666
2021-09-06,125.27958333333333
2021-09-07,126.30333333333333
2021-09-08,125.22000000000001
2021-09-09,133.30375
2021-09-10,137.56125
2021-09-11,125.58583333333333
2021-09-12,112.25999999999999
2021-09-13,140.87083333333334
2021-09-14,150.06416666666667
2021-09-15,162.3775
2021-09-16,172.26708333333332
2021-09-17,161.73458333333335
2021-09-18,143.79625000000001
2021-09-19,123.825
2021-09-20,149.84583333333333
2021-09-21,154.10375
2021-09-22,148.16625
2021-09-23,136.32666666666668
2021-09-24,141.56791666666666
2021-09-25,144.48416666666665
2021-09-26,129.99625
2021-09-27,150.02875
2021-09-28,166.065
2021-09-29,160.90208333333334
2021-09-30,166.0325
2021-10-01,171.30041666666668
2021-10-02,145.90166666666667
2021-10-03,111.09500000000001
2021-10-04,165.34875
2021-10-05,161.97875000000002
2021-10-06,186.97916666666666
2021-10-07,291.3908333333333
2021-10-08,210.67
2021-10-09,175.15541666666664
2021-10-10,156.63083333333333
2021-10-11,193.46333333333334
2021-10-12,208.6575
2021-10-13,203.74749999999997
2021-10-14,203.95416666666665
2021-10-15,212.37666666666667
2021-10-16,188.78
2021-10-17,173.76708333333332
2021-10-18,220.31583333333333
2021-10-19,224.9075
2021-10-20,224.48083333333332
2021-10-21,221.42875
2021-10-22,226.60333333333335
2021-10-23,218.73666666666668
2021-10-24,185.11333333333334
2021-10-25,222.32958333333332
2021-10-26,228.3841666666667
2021-10-27,228.36666666666667
2021-10-28,219.19458333333333
2021-10-29,206.88833333333332
2021-10-30,190.34124999999997
2021-10-31,169.2952
2021-11-01,177.95291666666665
2021-11-02,201.69458333333333
2021-11-03,210.63375
2021-11-04,192.96333333333334
2021-11-05,200.0875
2021-11-06,186.18791666666667
2021-11-07,173.5404166666667
2021-11-08,207.17875
2021-11-09,214.5775
2021-11-10,215.99541666666667
2021-11-11,191.80666666666664
2021-11-12,191.23333333333335
2021-11-13,192.53166666666667
2021-11-14,179.49208333333334
2021-11-15,217.17
2021-11-16,231.95166666666668
2021-11-17,236.0041666666667
2021-11-18,252.19125
2021-11-19,242.02291666666667
2021-11-20,230.01333333333332
2021-11-21,216.90166666666667
2021-11-22,252.99833333333333
2021-11-23,273.79291666666666
2021-11-24,308.98833333333334
2021-11-25,297.5104166666667
2021-11-26,276.53375
2021-11-27,235.42083333333335
2021-11-28,219.15041666666664
2021-11-29,301.28625
2021-11-30,278.96
2021-12-01,267.5541666666667
2021-12-02,296.28416666666664
2021-12-03,300.47541666666666
2021-12-04,237.15333333333334
2021-12-05,217.54541666666668
2021-12-06,296.20625
2021-12-07,265.5204166666667
2021-12-08,246.29208333333335
2021-12-09,283.485
2021-12-10,270.24875000000003
2021-12-11,245.75166666666667
2021-12-12,243.35375
2021-12-13,284.27333333333337
2021-12-14,327.8475
2021-12-15,327.98041666666666
2021-12-16,368.21208333333334
2021-12-17,360.01416666666665
2021-12-18,304.93416666666667
2021-12-19,344.03
2021-12-20,396.47333333333336
2021-12-21,419.06125
2021-12-22,435.50708333333336
2021-12-23,403.1858333333334
2021-12-24,363.55958333333336
2021-12-25,210.0
2021-12-26,193.41
2021-12-27,199.95125
2021-12-28,186.12666666666667
2021-12-29,165.65333333333334
2021-12-30,143.10958333333335
2021-12-31,148.4704347826087
2022-01-01,92.27749999999999
2022-01-02,72.68291666666667
2022-01-03,155.73708333333335
2022-01-04,170.80208333333334
2022-01-05,178.21416666666667
2022-01-06,220.54375000000002
2022-01-07,227.71166666666667
2022-01-08,221.47708333333333
2022-01-09,211.135
2022-01-10,267.175
2022-01-11,259.4895833333333
2022-01-12,249.9779166666667
2022-01-13,233.82000000000002
2022-01-14,224.95000000000002
2022-01-15,229.69083333333333
2022-01-16,207.85375
2022-01-17,252.39374999999998
2022-01-18,241.81041666666667
2022-01-19,228.19208333333333
2022-01-20,226.73458333333335
2022-01-21,218.61249999999998
2022-01-22,201.19000000000003
2022-01-23,199.40083333333334
2022-01-24,245.3225
2022-01-25,270.31125000000003
2022-01-26,270.25208333333336
2022-01-27,274.17625000000004
2022-01-28,251.09458333333336
2022-01-29,228.02625
2022-01-30,230.00166666666667
2022-01-31,239.14291666666668
2022-02-01,227.35958333333335
2022-02-02,234.2854166666667
2022-02-03,215.59666666666666
2022-02-04,210.90708333333336
2022-02-05,196.07291666666666
2022-02-06,200.60041666666666
2022-02-07,203.75041666666667
2022-02-08,213.04083333333335
2022-02-09,219.75875
2022-02-10,212.16291666666666
2022-02-11,212.46833333333333
2022-02-12,195.18416666666667
2022-02-13,181.90625
2022-02-14,207.94583333333333
2022-02-15,210.4025
2022-02-16,200.7975
2022-02-17,190.13041666666666
2022-02-18,184.14499999999998
2022-02-19,181.7675
2022-02-20,182.95708333333334
2022-02-21,192.03083333333333
2022-02-22,181.9325
2022-02-23,194.60708333333332
2022-02-24,211.73416666666665
2022-02-25,265.6691666666666
2022-02-26,249.35666666666665
2022-02-27,208.54416666666668
2022-02-28,256.30625000000003
2022-03-01,287.53458333333333
2022-03-02,275.6358333333333
2022-03-03,327.00083333333333
2022-03-04,388.0508333333333
2022-03-05,362.6720833333334
2022-03-06,362.1233333333333
2022-03-07,424.22166666666664
2022-03-08,574.53625
2022-03-09,539.7283333333334
2022-03-10,386.44083333333333
2022-03-11,353.2425
2022-03-12,268.2966666666667
2022-03-13,281.4433333333333
