date,load_end_users_ch_mw,load_ti_mw,load_bl_bs_mw,load_sh_zh_mw,load_ge_vd_mw
2023-10-02,5635.3975009270835,270.50107141666666,339.2038654166667,982.7420726250001,783.071465
2023-10-03,5818.766997869792,281.32917570833337,352.4873265833333,1001.2457499166667,794.0627019166667
2023-10-04,5799.348017453125,294.12622116666665,346.38036766666664,991.6655884583333,810.2249054166667
2023-10-05,5872.525827744791,274.39693570833333,350.97368766666665,1006.0885048333333,754.0153512916667
2023-10-06,5842.205215828125,304.63612120833335,345.249570875,996.4702241666668,784.878348625
2023-10-07,5048.358978583333,268.06215583333335,299.9422171666667,866.4921181666667,739.086272875
2023-10-08,4632.555644114584,238.8493791666667,268.15877595833336,802.0931623749999,615.402195875
2023-10-09,5692.206152135416,278.4553959583333,335.3623387083333,965.7475621250001,745.0592963333334
2023-10-10,5784.941499786459,271.41505366666667,346.86474262499996,972.2746179999999,753.127297125
2023-10-11,5826.652343869791,279.704784375,349.1429140416667,970.6266152500001,757.5021503333334
2023-10-12,5811.545844494792,283.22617383333335,351.59474220833334,967.792279625,760.5498877499999
2023-10-13,5740.774942619792,283.6160095833333,351.76947175000004,952.1686149166667,745.5791324583333
2023-10-14,5129.7673575,245.00534637500002,314.82144662499996,872.79206775,670.0067479166667
2023-10-15,4896.808895697916,228.722885375,299.26285779166665,844.4099943750001,676.5679320416667
2023-10-16,6054.914492802083,281.25143675,368.3518587916667,1017.8162757083334,781.4975778749999
2023-10-17,6244.057851578124,290.428709375,375.8948522083333,1058.669426125,786.055917875
2023-10-18,6348.685710994791,317.88821716666666,389.90504491666667,1070.385304125,811.35360675
2023-10-19,6319.756204411459,324.13489666666663,391.269083875,1038.7487258333333,824.1977836666666
2023-10-20,6315.293393203126,342.857818,388.13399937500003,1049.5134626249999,904.1823324166667
2023-10-21,5431.888166916667,327.329028875,332.062173625,945.2542462916667,856.5394247083333
2023-10-22,5013.64315690625,326.959615,308.921590875,884.8853452916666,820.3257139166667
2023-10-23,6255.05496859375,347.0839517916667,390.2195424583333,1068.3929462083333,814.2582827916667
2023-10-24,6611.562356786458,370.4384617083333,405.00062533333335,1114.5764544583333,873.2579377083333
2023-10-25,6487.464441203126,360.076323875,398.1604412916667,1094.5771751666666,894.573751125
2023-10-26,6479.618251953125,366.7950165,399.8904732916667,1098.0808392083334,861.4689989583334
2023-10-27,6383.571455453125,341.8922377916667,389.0031271666667,1080.8405254166667,880.0650959166666
