temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,shortwave_radiation_sum,cloudcover_mean,sunshine_duration,date,city,season
4.0,7.1,0.1,0.0,6.3,6.18,7,30686.13,2015-01-01,Zurich,Winter
6.4,11.9,0.8,0.0,10.5,5.95,71,25552.94,2015-01-02,Zurich,Winter
9.4,12.7,7.5,0.0,12.3,5.5,56,28179.38,2015-01-03,Zurich,Winter
7.6,12.1,2.7,0.0,13.0,6.24,13,30869.75,2015-01-04,Zurich,Winter
6.7,10.3,2.2,0.0,12.2,6.63,6,30941.12,2015-01-05,Zurich,Winter
7.7,11.1,4.2,0.0,9.5,6.48,13,31017.3,2015-01-06,Zurich,Winter
5.0,8.5,1.1,0.0,6.7,6.56,33,31098.13,2015-01-07,Zurich,Winter
6.4,9.4,1.3,0.0,9.6,6.3,22,29255.09,2015-01-08,Zurich,Winter
8.9,11.2,6.8,0.0,10.1,5.07,74,31273.01,2015-01-09,Zurich,Winter
12.1,16.3,7.9,0.0,10.8,5.78,66,30226.12,2015-01-10,Zurich,Winter
8.0,11.7,4.3,0.1,14.6,6.71,20,31043.71,2015-01-11,Zurich,Winter
7.7,11.1,5.2,0.0,10.8,7.03,10,31565.88,2015-01-12,Zurich,Winter
6.8,8.5,5.8,0.6,5.6,3.85,50,22482.94,2015-01-13,Zurich,Winter
6.4,7.4,5.3,2.2,6.6,1.96,79,6695.58,2015-01-14,Zurich,Winter
5.5,7.5,1.1,2.6,8.2,2.08,77,9028.2,2015-01-15,Zurich,Winter
6.2,6.8,5.1,43.5,6.2,0.92,100,0.0,2015-01-16,Zurich,Winter
5.1,6.4,3.2,41.8,6.4,1.35,98,1217.23,2015-01-17,Zurich,Winter
4.2,6.6,-0.0,2.2,6.9,5.84,59,27389.15,2015-01-18,Zurich,Winter
3.1,6.1,-1.3,0.0,8.0,5.64,84,24837.21,2015-01-19,Zurich,Winter
3.6,5.3,2.5,2.3,6.6,3.18,86,13291.44,2015-01-20,Zurich,Winter
1.3,3.3,-2.9,14.7,8.0,1.56,90,0.0,2015-01-21,Zurich,Winter
4.1,6.5,1.3,11.2,6.2,3.3,98,8976.71,2015-01-22,Zurich,Winter
2.1,6.8,-1.0,0.0,13.1,8.03,30,32261.48,2015-01-23,Zurich,Winter
2.3,5.9,-1.0,0.0,11.9,8.12,19,32317.85,2015-01-24,Zurich,Winter
0.9,5.1,-2.0,0.0,15.2,8.52,6,32376.64,2015-01-25,Zurich,Winter
1.6,5.4,-2.8,0.0,8.8,7.89,57,32400.0,2015-01-26,Zurich,Winter
4.5,6.6,2.8,0.0,11.0,7.93,36,32400.0,2015-01-27,Zurich,Winter
4.7,6.5,3.5,0.0,9.0,8.07,62,32400.0,2015-01-28,Zurich,Winter
2.7,4.0,1.1,2.3,7.1,5.13,98,24633.97,2015-01-29,Zurich,Winter
2.6,4.8,0.5,4.3,9.2,8.22,79,32400.0,2015-01-30,Zurich,Winter
3.4,5.3,0.6,0.0,7.9,8.4,59,31862.93,2015-01-31,Zurich,Winter
2.7,5.4,-3.2,0.0,8.7,9.39,37,32416.65,2015-02-01,Zurich,Winter
2.6,5.6,-1.1,0.0,9.1,9.71,38,32736.61,2015-02-02,Zurich,Winter
1.5,3.2,-0.9,0.0,8.6,4.11,98,4271.0,2015-02-03,Zurich,Winter
2.9,5.9,-0.5,0.3,7.0,5.3,100,9556.81,2015-02-04,Zurich,Winter
2.4,3.7,1.4,16.0,6.0,1.97,100,0.0,2015-02-05,Zurich,Winter
3.0,4.8,1.1,3.9,5.5,4.51,96,8979.42,2015-02-06,Zurich,Winter
3.3,4.5,2.2,1.9,5.2,4.54,61,13866.58,2015-02-07,Zurich,Winter
3.0,6.1,0.2,0.0,20.2,10.43,23,33169.98,2015-02-08,Zurich,Winter
2.5,7.0,-1.4,0.0,12.3,10.42,16,33480.8,2015-02-09,Zurich,Winter
8.3,13.4,3.8,0.0,11.2,10.89,3,34148.74,2015-02-10,Zurich,Winter
7.5,12.7,0.5,0.0,7.1,10.89,2,34739.61,2015-02-11,Zurich,Winter
5.4,9.8,0.8,0.0,5.0,10.83,13,34757.87,2015-02-12,Zurich,Winter
5.5,6.7,4.7,0.2,4.4,4.15,65,24823.63,2015-02-13,Zurich,Winter
3.8,5.2,3.1,15.4,3.9,2.04,99,0.0,2015-02-14,Zurich,Winter
3.5,4.1,3.0,34.0,5.4,1.53,99,0.0,2015-02-15,Zurich,Winter
6.0,9.7,1.7,0.2,8.0,8.75,95,27827.54,2015-02-16,Zurich,Winter
7.9,11.7,4.6,0.0,8.0,11.46,46,35277.22,2015-02-17,Zurich,Winter
6.0,7.6,4.6,0.0,6.0,6.7,65,33121.33,2015-02-18,Zurich,Winter
5.8,9.8,-0.4,0.0,5.5,12.34,24,35455.79,2015-02-19,Zurich,Winter
4.7,7.4,0.0,0.0,6.2,12.15,44,36225.08,2015-02-20,Zurich,Winter
3.4,4.9,2.8,26.6,5.8,2.09,99,0.0,2015-02-21,Zurich,Winter
5.2,8.9,2.9,13.9,11.0,11.71,54,32121.7,2015-02-22,Zurich,Winter
4.7,9.6,-4.1,0.0,11.0,9.03,52,25186.16,2015-02-23,Zurich,Winter
5.1,7.3,3.5,0.0,12.1,5.3,99,0.0,2015-02-24,Zurich,Winter
4.5,8.2,0.0,0.0,12.3,12.72,44,38616.54,2015-02-25,Zurich,Winter
3.8,9.3,-2.6,0.0,9.8,14.16,2,38737.28,2015-02-26,Zurich,Winter
6.5,9.3,4.4,0.0,8.6,8.15,86,21145.49,2015-02-27,Zurich,Winter
6.1,8.7,2.9,0.6,9.8,5.99,81,11487.31,2015-02-28,Zurich,Winter
6.9,9.4,4.7,0.1,6.3,9.91,85,24900.96,2015-03-01,Zurich,Spring
7.7,10.8,5.2,1.5,10.2,7.54,68,16801.09,2015-03-02,Zurich,Spring
8.1,11.4,3.4,0.0,13.8,14.11,24,39267.31,2015-03-03,Zurich,Spring
6.3,8.7,3.6,0.0,13.1,6.71,84,9464.31,2015-03-04,Zurich,Spring
4.0,7.4,-0.1,0.0,20.3,15.69,32,39487.13,2015-03-05,Zurich,Spring
6.9,12.2,1.7,0.0,12.3,15.9,0,39598.74,2015-03-06,Zurich,Spring
5.9,8.7,2.1,0.0,6.9,15.16,31,39600.0,2015-03-07,Zurich,Spring
6.7,9.7,2.5,0.0,5.8,15.82,44,39600.0,2015-03-08,Zurich,Spring
6.3,9.6,1.9,0.0,6.9,14.34,49,32400.0,2015-03-09,Zurich,Spring
7.9,14.5,-1.1,0.0,5.2,16.2,43,36732.47,2015-03-10,Zurich,Spring
9.5,14.9,6.0,0.0,11.4,16.61,21,39600.0,2015-03-11,Zurich,Spring
8.2,12.4,0.7,0.0,9.4,17.58,4,39637.65,2015-03-12,Zurich,Spring
7.5,11.2,2.7,0.0,7.1,16.72,31,39600.0,2015-03-13,Zurich,Spring
7.7,10.1,5.7,0.3,4.3,10.17,90,31808.47,2015-03-14,Zurich,Spring
6.2,8.2,3.9,8.6,6.1,7.62,99,12596.31,2015-03-15,Zurich,Spring
5.7,8.1,3.1,11.5,5.1,4.15,100,26.52,2015-03-16,Zurich,Spring
8.3,10.7,6.6,5.9,5.5,5.03,89,7137.01,2015-03-17,Zurich,Spring
9.5,14.7,2.2,0.0,6.3,16.83,32,39721.0,2015-03-18,Zurich,Spring
10.8,16.2,4.2,0.0,6.7,16.06,43,38225.0,2015-03-19,Zurich,Spring
10.7,12.3,9.2,0.0,3.7,5.66,89,5730.1,2015-03-20,Zurich,Spring
9.1,10.6,6.9,2.8,7.4,5.58,89,14951.99,2015-03-21,Zurich,Spring
7.6,10.0,6.2,6.4,6.7,6.77,80,11796.83,2015-03-22,Zurich,Spring
9.1,13.5,2.8,0.0,6.9,11.57,44,36157.46,2015-03-23,Zurich,Spring
8.9,11.3,6.6,5.8,7.0,8.04,73,25883.84,2015-03-24,Zurich,Spring
9.3,13.0,6.6,9.3,6.3,6.43,100,0.0,2015-03-25,Zurich,Spring
11.1,15.1,7.1,0.0,6.8,12.01,97,39600.0,2015-03-26,Zurich,Spring
10.3,15.4,4.5,0.0,17.5,20.59,4,44469.16,2015-03-27,Zurich,Spring
11.9,17.2,5.1,0.0,13.1,20.75,18,44665.41,2015-03-28,Zurich,Spring
13.3,16.7,9.9,0.1,9.2,16.29,63,37129.34,2015-03-29,Zurich,Spring
12.4,17.3,8.0,2.3,10.1,13.41,90,29212.37,2015-03-30,Zurich,Spring
13.7,19.7,8.2,0.4,13.1,18.06,29,42380.24,2015-03-31,Zurich,Spring
9.1,12.3,5.0,0.0,18.5,21.67,3,45449.33,2015-04-01,Zurich,Spring
9.9,14.9,5.5,1.1,11.1,18.77,21,44965.44,2015-04-02,Zurich,Spring
9.8,13.4,5.7,0.0,11.5,17.86,47,38815.16,2015-04-03,Zurich,Spring
8.4,10.8,6.5,4.6,6.8,11.84,94,21883.74,2015-04-04,Zurich,Spring
7.7,11.0,5.7,4.1,3.8,14.46,70,37650.09,2015-04-05,Zurich,Spring
7.4,12.7,2.0,0.0,15.1,22.62,6,46417.81,2015-04-06,Zurich,Spring
8.7,13.9,2.6,0.0,11.2,23.43,0,46532.53,2015-04-07,Zurich,Spring
12.4,18.3,6.7,0.0,7.9,23.15,2,46610.94,2015-04-08,Zurich,Spring
13.3,18.1,6.3,0.0,5.5,22.96,0,46689.19,2015-04-09,Zurich,Spring
13.4,18.7,5.8,0.0,6.2,22.63,39,46767.38,2015-04-10,Zurich,Spring
13.5,17.8,8.3,0.0,7.4,22.85,14,46800.0,2015-04-11,Zurich,Spring
14.4,19.6,6.1,0.0,7.6,22.11,48,46800.0,2015-04-12,Zurich,Spring
16.1,23.2,7.7,0.0,9.4,23.61,9,46800.0,2015-04-13,Zurich,Spring
16.4,22.9,7.4,0.0,9.1,22.76,88,46800.0,2015-04-14,Zurich,Spring
16.5,22.0,8.4,0.0,8.0,23.96,16,46800.0,2015-04-15,Zurich,Spring
15.9,20.5,10.3,0.0,7.0,17.35,69,44125.99,2015-04-16,Zurich,Spring
13.0,14.9,11.6,5.7,5.3,8.28,76,15645.47,2015-04-17,Zurich,Spring
13.8,20.2,8.6,0.1,8.3,20.99,47,46800.0,2015-04-18,Zurich,Spring
9.9,13.1,7.0,2.4,6.6,14.38,81,34054.14,2015-04-19,Zurich,Spring
13.5,18.5,7.2,0.0,8.6,24.29,4,46800.0,2015-04-20,Zurich,Spring
16.5,22.2,8.8,0.0,8.3,25.39,0,47037.33,2015-04-21,Zurich,Spring
17.1,23.0,9.7,0.0,9.2,25.33,7,47331.04,2015-04-22,Zurich,Spring
15.0,18.8,10.3,5.2,9.4,20.22,28,42196.66,2015-04-23,Zurich,Spring
15.0,20.5,6.4,0.0,8.4,23.27,32,46890.29,2015-04-24,Zurich,Spring
13.6,14.9,11.6,4.0,5.8,5.76,98,2776.22,2015-04-25,Zurich,Spring
13.5,15.9,11.6,7.7,5.4,7.98,99,15008.24,2015-04-26,Zurich,Spring
12.8,13.9,11.6,31.8,5.0,3.67,100,0.0,2015-04-27,Zurich,Spring
13.4,18.4,8.9,0.1,17.4,21.16,67,39096.86,2015-04-28,Zurich,Spring
11.5,16.2,6.1,9.8,8.4,14.93,87,35097.76,2015-04-29,Zurich,Spring
13.5,17.0,11.1,9.7,6.8,18.74,85,38577.45,2015-04-30,Zurich,Spring
12.0,13.0,10.9,15.8,4.5,3.83,100,0.0,2015-05-01,Zurich,Spring
15.8,21.3,10.0,2.2,7.2,19.52,82,34111.01,2015-05-02,Zurich,Spring
15.5,18.0,14.0,1.4,4.7,5.69,99,190.3,2015-05-03,Zurich,Spring
15.6,17.2,14.1,2.5,5.2,4.21,100,4313.81,2015-05-04,Zurich,Spring
17.4,20.9,14.0,1.7,7.0,14.37,92,35477.43,2015-05-05,Zurich,Spring
17.7,21.4,14.9,9.4,8.0,17.74,63,35773.29,2015-05-06,Zurich,Spring
17.3,21.3,12.0,0.9,10.5,21.22,38,45183.38,2015-05-07,Zurich,Spring
16.3,19.0,13.6,12.5,9.3,11.82,67,22390.66,2015-05-08,Zurich,Spring
18.2,24.1,11.4,0.0,10.3,23.48,54,49176.6,2015-05-09,Zurich,Spring
18.9,24.3,11.2,0.0,12.3,27.6,6,51141.87,2015-05-10,Zurich,Spring
19.6,24.5,13.1,0.0,9.0,26.29,75,50126.79,2015-05-11,Zurich,Spring
19.3,23.8,13.9,0.0,6.8,22.51,95,49738.55,2015-05-12,Zurich,Spring
19.5,24.7,12.6,0.0,7.5,23.19,69,42476.39,2015-05-13,Zurich,Spring
19.3,24.6,12.6,14.4,10.1,23.82,51,40607.73,2015-05-14,Zurich,Spring
14.4,16.1,12.3,73.4,9.1,6.35,95,0.0,2015-05-15,Zurich,Spring
18.1,23.8,10.0,0.0,9.4,26.25,24,51970.18,2015-05-16,Zurich,Spring
19.3,24.3,11.6,0.0,9.8,25.76,18,51575.76,2015-05-17,Zurich,Spring
17.9,21.7,12.7,2.6,5.5,15.87,54,43867.19,2015-05-18,Zurich,Spring
17.2,19.9,14.4,26.6,5.4,11.53,94,22415.25,2015-05-19,Zurich,Spring
14.6,18.9,10.2,13.9,10.4,16.97,88,30105.78,2015-05-20,Zurich,Spring
12.9,17.1,8.9,9.2,10.8,19.86,86,45181.92,2015-05-21,Zurich,Spring
14.9,20.5,8.5,0.0,11.9,25.71,56,45504.48,2015-05-22,Zurich,Spring
15.0,21.3,10.0,0.0,8.6,20.03,92,38979.29,2015-05-23,Zurich,Spring
16.1,19.5,12.0,0.0,9.4,22.8,40,51461.27,2015-05-24,Zurich,Spring
17.7,21.6,12.2,1.1,5.8,23.68,31,49806.89,2015-05-25,Zurich,Spring
17.7,21.9,13.1,0.0,10.8,26.11,27,53091.97,2015-05-26,Zurich,Spring
16.8,22.5,9.4,0.0,11.9,29.56,1,53828.66,2015-05-27,Zurich,Spring
16.7,20.8,9.9,0.0,6.7,25.24,38,53887.8,2015-05-28,Zurich,Spring
17.3,20.1,12.9,0.4,9.3,19.42,54,45261.02,2015-05-29,Zurich,Spring
18.1,21.0,15.1,0.7,8.2,20.6,53,51440.89,2015-05-30,Zurich,Spring
17.1,19.7,13.6,8.3,4.8,13.3,81,34276.91,2015-05-31,Zurich,Spring
18.4,21.0,15.3,1.2,5.6,13.0,92,15745.2,2015-06-01,Zurich,Summer
19.9,24.4,13.6,0.0,5.0,21.97,29,53125.62,2015-06-02,Zurich,Summer
22.0,27.1,13.3,0.0,6.3,26.96,12,54000.0,2015-06-03,Zurich,Summer
23.8,28.8,15.3,0.0,8.3,26.18,27,53587.71,2015-06-04,Zurich,Summer
24.1,28.3,16.5,0.3,7.4,24.18,46,52507.98,2015-06-05,Zurich,Summer
24.7,29.7,17.8,1.7,8.0,26.82,50,52113.35,2015-06-06,Zurich,Summer
24.8,29.1,17.0,0.0,9.0,23.36,52,49262.46,2015-06-07,Zurich,Summer
22.8,26.9,16.9,3.3,7.5,24.11,73,45798.92,2015-06-08,Zurich,Summer
20.3,22.4,16.9,7.3,6.9,14.76,78,32630.69,2015-06-09,Zurich,Summer
20.1,24.4,15.0,5.4,7.3,19.49,88,47785.34,2015-06-10,Zurich,Summer
20.7,25.3,13.8,2.8,8.6,24.24,39,50144.24,2015-06-11,Zurich,Summer
20.4,23.2,17.3,7.1,8.6,15.23,75,36494.02,2015-06-12,Zurich,Summer
20.0,24.0,18.0,14.1,7.7,13.89,91,25178.62,2015-06-13,Zurich,Summer
18.7,20.6,16.3,33.6,8.3,10.86,92,10891.61,2015-06-14,Zurich,Summer
19.2,22.6,16.9,10.9,5.2,19.36,91,40428.2,2015-06-15,Zurich,Summer
19.3,22.7,16.6,8.3,4.8,15.79,98,22857.14,2015-06-16,Zurich,Summer
20.2,23.1,17.4,2.3,7.4,21.8,46,50264.49,2015-06-17,Zurich,Summer
20.9,24.3,17.3,0.8,6.2,22.84,70,48523.26,2015-06-18,Zurich,Summer
21.2,25.2,17.1,0.1,9.1,25.38,46,51541.49,2015-06-19,Zurich,Summer
18.7,22.1,13.7,0.0,9.8,26.04,18,54000.0,2015-06-20,Zurich,Summer
19.1,22.5,14.0,0.6,6.3,24.61,63,48559.66,2015-06-21,Zurich,Summer
18.8,21.4,15.6,2.3,6.1,15.58,91,35127.73,2015-06-22,Zurich,Summer
19.9,24.3,15.5,7.0,8.7,25.55,53,46800.0,2015-06-23,Zurich,Summer
18.2,21.5,13.8,0.0,9.5,27.02,12,54000.0,2015-06-24,Zurich,Summer
19.6,22.3,16.3,0.0,5.0,20.08,58,52896.59,2015-06-25,Zurich,Summer
21.5,24.7,17.4,0.0,6.2,25.73,44,54000.0,2015-06-26,Zurich,Summer
22.1,24.8,17.5,3.1,5.4,22.63,37,52855.16,2015-06-27,Zurich,Summer
23.4,27.4,18.4,0.0,7.0,27.21,24,54000.0,2015-06-28,Zurich,Summer
22.8,26.1,18.3,1.2,4.6,19.76,82,52299.89,2015-06-29,Zurich,Summer
23.7,27.1,19.3,0.1,6.9,21.46,52,53351.23,2015-06-30,Zurich,Summer
24.9,28.5,19.7,0.0,7.6,20.79,51,49976.32,2015-07-01,Zurich,Summer
26.5,30.5,21.1,0.0,7.2,25.35,37,51687.36,2015-07-02,Zurich,Summer
26.3,31.5,22.4,6.5,10.8,22.68,60,41805.6,2015-07-03,Zurich,Summer
27.4,31.8,20.0,0.3,7.7,25.44,34,49582.67,2015-07-04,Zurich,Summer
26.6,31.2,20.4,5.3,7.0,21.82,77,41326.3,2015-07-05,Zurich,Summer
26.9,32.0,20.5,8.4,7.4,22.71,65,49920.53,2015-07-06,Zurich,Summer
26.2,30.6,21.2,8.4,8.7,15.98,88,30217.2,2015-07-07,Zurich,Summer
24.3,27.1,21.6,12.9,10.6,17.1,36,46127.54,2015-07-08,Zurich,Summer
22.6,26.9,16.6,0.0,11.2,23.1,17,52398.31,2015-07-09,Zurich,Summer
23.4,26.6,18.1,0.0,7.0,25.75,11,54000.0,2015-07-10,Zurich,Summer
25.3,28.6,20.9,0.0,6.4,26.73,7,54000.0,2015-07-11,Zurich,Summer
26.6,29.4,23.2,0.0,6.6,23.81,49,54000.0,2015-07-12,Zurich,Summer
26.8,31.1,21.0,0.0,8.8,22.4,66,54000.0,2015-07-13,Zurich,Summer
27.0,30.5,21.3,0.0,6.0,25.17,12,54000.0,2015-07-14,Zurich,Summer
26.4,29.8,23.7,4.5,7.2,21.07,42,44563.86,2015-07-15,Zurich,Summer
25.2,29.1,20.9,8.0,6.5,18.1,86,36135.23,2015-07-16,Zurich,Summer
26.2,30.3,21.0,2.7,7.3,21.36,63,46990.55,2015-07-17,Zurich,Summer
27.5,31.3,21.4,0.7,7.6,22.8,82,46629.01,2015-07-18,Zurich,Summer
27.1,29.6,24.2,2.6,6.2,19.99,58,50298.35,2015-07-19,Zurich,Summer
27.3,31.5,20.6,1.8,8.0,25.03,21,54000.0,2015-07-20,Zurich,Summer
27.8,32.4,21.9,2.3,5.2,24.79,40,52100.41,2015-07-21,Zurich,Summer
27.6,31.2,23.0,3.6,9.1,22.46,42,52384.31,2015-07-22,Zurich,Summer
28.5,32.3,22.9,0.0,8.3,25.2,40,52926.84,2015-07-23,Zurich,Summer
24.1,27.8,21.2,26.5,7.3,15.55,76,32787.48,2015-07-24,Zurich,Summer
23.1,27.1,19.7,22.5,11.6,20.0,44,48451.02,2015-07-25,Zurich,Summer
20.9,23.0,17.0,5.3,10.9,14.48,68,33397.51,2015-07-26,Zurich,Summer
23.3,27.5,20.0,2.1,6.9,20.25,49,43499.79,2015-07-27,Zurich,Summer
23.7,26.9,21.0,0.3,9.4,18.93,55,50102.18,2015-07-28,Zurich,Summer
23.2,25.7,21.6,2.9,7.2,14.05,66,47849.82,2015-07-29,Zurich,Summer
22.7,25.3,19.3,5.0,9.4,21.34,52,42631.08,2015-07-30,Zurich,Summer
19.9,20.7,19.0,0.1,5.4,6.34,94,6463.72,2015-07-31,Zurich,Summer
19.8,21.2,18.7,7.6,6.5,7.17,99,2298.45,2015-08-01,Zurich,Summer
22.3,26.0,18.1,1.4,6.3,22.73,37,49709.6,2015-08-02,Zurich,Summer
24.5,28.8,18.1,0.0,6.5,22.48,38,44946.14,2015-08-03,Zurich,Summer
25.0,28.3,21.5,0.5,6.7,17.15,66,41752.98,2015-08-04,Zurich,Summer
25.7,29.9,19.4,0.0,6.9,22.94,34,48465.94,2015-08-05,Zurich,Summer
27.1,31.3,20.9,0.0,7.8,23.89,28,48888.06,2015-08-06,Zurich,Summer
28.2,32.1,23.2,0.1,7.9,22.73,25,49666.66,2015-08-07,Zurich,Summer
27.7,32.5,23.0,0.5,8.1,23.67,52,48086.41,2015-08-08,Zurich,Summer
25.1,28.7,21.6,32.0,7.0,17.89,97,35342.54,2015-08-09,Zurich,Summer
23.8,26.9,20.1,4.2,6.1,16.67,71,48102.9,2015-08-10,Zurich,Summer
25.8,29.4,20.5,0.0,10.0,22.48,38,47824.6,2015-08-11,Zurich,Summer
26.9,30.9,21.2,0.0,6.9,24.0,15,47899.56,2015-08-12,Zurich,Summer
27.0,30.3,22.4,0.0,8.8,21.23,27,47275.43,2015-08-13,Zurich,Summer
22.6,25.1,19.7,23.5,7.9,14.03,74,34854.25,2015-08-14,Zurich,Summer
20.3,23.7,17.0,13.8,6.7,15.21,83,32691.56,2015-08-15,Zurich,Summer
20.3,23.3,17.1,6.6,4.5,18.56,84,44220.0,2015-08-16,Zurich,Summer
22.0,25.5,18.3,0.7,6.2,19.4,51,46585.53,2015-08-17,Zurich,Summer
20.2,23.2,17.4,16.9,5.9,15.5,63,40370.41,2015-08-18,Zurich,Summer
20.0,23.2,16.8,12.0,6.1,17.92,57,41432.86,2015-08-19,Zurich,Summer
21.6,25.2,15.5,0.0,7.2,21.55,34,46800.0,2015-08-20,Zurich,Summer
20.7,23.1,17.9,0.7,6.3,17.01,41,44238.78,2015-08-21,Zurich,Summer
20.1,22.5,17.9,0.9,6.5,14.15,65,36748.09,2015-08-22,Zurich,Summer
18.4,19.6,17.4,9.1,5.5,4.82,96,159.73,2015-08-23,Zurich,Summer
18.2,19.3,17.3,44.0,6.4,3.84,100,509.43,2015-08-24,Zurich,Summer
20.8,24.1,17.6,12.1,5.6,15.62,51,44090.93,2015-08-25,Zurich,Summer
21.6,24.8,18.0,0.9,6.5,17.68,38,46800.0,2015-08-26,Zurich,Summer
22.1,25.7,17.0,0.0,7.9,16.81,40,46800.0,2015-08-27,Zurich,Summer
23.1,27.5,17.1,0.0,7.6,20.78,32,46800.0,2015-08-28,Zurich,Summer
24.4,28.8,17.5,0.0,6.6,21.43,20,44144.86,2015-08-29,Zurich,Summer
24.6,29.1,19.1,0.0,7.5,21.19,11,44219.79,2015-08-30,Zurich,Summer
24.0,28.0,18.5,0.0,8.0,20.62,7,46800.0,2015-08-31,Zurich,Summer
22.2,25.7,18.8,5.1,7.4,16.24,59,45111.97,2015-09-01,Zurich,Autumn
21.1,23.8,18.1,5.2,7.2,14.4,60,45173.8,2015-09-02,Zurich,Autumn
18.1,20.2,16.0,25.9,6.0,6.98,79,9658.28,2015-09-03,Zurich,Autumn
18.8,22.7,14.6,4.6,8.8,17.58,48,43029.94,2015-09-04,Zurich,Autumn
17.4,21.3,12.8,5.0,10.5,14.98,54,45690.36,2015-09-05,Zurich,Autumn
16.7,22.4,10.2,0.0,8.6,20.47,12,46166.72,2015-09-06,Zurich,Autumn
17.4,21.5,12.8,0.0,8.1,18.04,19,46050.41,2015-09-07,Zurich,Autumn
17.8,20.0,15.4,0.9,6.3,14.71,48,41568.66,2015-09-08,Zurich,Autumn
17.9,20.0,16.1,1.2,5.4,13.41,58,44214.56,2015-09-09,Zurich,Autumn
16.0,17.7,14.7,5.2,4.4,7.26,92,10833.55,2015-09-10,Zurich,Autumn
16.0,18.0,14.5,6.7,5.2,7.2,78,15233.49,2015-09-11,Zurich,Autumn
17.2,19.8,15.4,2.9,5.9,7.78,99,20625.76,2015-09-12,Zurich,Autumn
17.3,17.9,16.8,36.7,6.0,2.15,93,0.0,2015-09-13,Zurich,Autumn
17.2,18.0,16.6,67.2,5.3,5.13,94,5517.18,2015-09-14,Zurich,Autumn
17.8,19.9,16.2,9.5,7.1,7.85,97,14910.46,2015-09-15,Zurich,Autumn
17.5,19.5,15.7,22.3,5.5,3.05,98,0.0,2015-09-16,Zurich,Autumn
19.3,22.9,17.0,13.2,12.0,9.12,83,29530.62,2015-09-17,Zurich,Autumn
18.0,21.1,15.6,13.6,9.4,12.06,42,37487.05,2015-09-18,Zurich,Autumn
17.2,22.4,11.7,0.0,9.6,13.72,24,42483.77,2015-09-19,Zurich,Autumn
17.7,22.8,11.5,0.0,9.4,18.16,6,42408.7,2015-09-20,Zurich,Autumn
17.4,20.8,11.2,0.0,9.2,12.98,7,38282.31,2015-09-21,Zurich,Autumn
16.3,17.5,15.4,4.1,5.5,5.44,96,13734.59,2015-09-22,Zurich,Autumn
13.6,15.2,10.6,39.5,10.6,3.23,88,352.69,2015-09-23,Zurich,Autumn
15.2,20.9,8.5,0.0,10.5,17.83,9,42106.51,2015-09-24,Zurich,Autumn
17.5,23.7,10.5,0.0,10.4,17.03,29,40702.89,2015-09-25,Zurich,Autumn
17.3,21.3,13.1,3.0,8.4,15.71,29,40410.75,2015-09-26,Zurich,Autumn
15.5,16.2,14.7,7.4,4.1,2.43,90,19.98,2015-09-27,Zurich,Autumn
14.3,15.4,12.9,2.1,5.7,7.76,86,31869.56,2015-09-28,Zurich,Autumn
13.7,16.1,11.1,1.0,5.9,10.27,73,36000.0,2015-09-29,Zurich,Autumn
13.3,15.5,10.8,2.0,7.2,8.54,65,22735.7,2015-09-30,Zurich,Autumn
12.7,16.3,8.9,1.1,5.9,13.69,83,39453.18,2015-10-01,Zurich,Autumn
14.8,17.1,13.7,9.4,5.4,3.52,96,2893.0,2015-10-02,Zurich,Autumn
14.2,15.0,13.6,23.3,4.1,2.15,100,0.0,2015-10-03,Zurich,Autumn
15.3,17.5,14.1,21.5,5.8,8.07,88,24844.55,2015-10-04,Zurich,Autumn
16.1,20.1,12.4,2.5,5.2,13.92,81,32571.9,2015-10-05,Zurich,Autumn
15.9,17.1,15.0,3.3,7.6,2.15,92,0.0,2015-10-06,Zurich,Autumn
16.8,22.1,11.3,0.9,8.3,13.28,42,38956.92,2015-10-07,Zurich,Autumn
17.3,19.6,15.5,0.7,6.5,11.7,34,38845.51,2015-10-08,Zurich,Autumn
15.7,17.6,13.9,6.2,4.7,6.75,88,26879.43,2015-10-09,Zurich,Autumn
15.8,19.3,11.6,2.0,6.2,11.91,82,35181.14,2015-10-10,Zurich,Autumn
15.5,19.0,12.9,0.1,7.2,13.32,66,32839.1,2015-10-11,Zurich,Autumn
14.6,16.1,12.5,0.2,5.4,4.47,81,14470.17,2015-10-12,Zurich,Autumn
13.9,14.5,13.3,14.9,3.7,1.81,99,0.0,2015-10-13,Zurich,Autumn
13.8,16.8,10.5,15.4,9.4,10.62,70,36000.0,2015-10-14,Zurich,Autumn
10.6,13.5,8.7,24.5,7.7,5.91,90,12943.74,2015-10-15,Zurich,Autumn
11.4,14.1,9.5,1.1,6.6,12.3,51,36046.41,2015-10-16,Zurich,Autumn
10.1,11.8,8.1,1.3,5.0,6.89,65,31162.83,2015-10-17,Zurich,Autumn
10.7,12.5,9.8,2.3,3.6,4.32,96,8002.42,2015-10-18,Zurich,Autumn
12.7,16.9,9.2,0.4,7.4,12.39,27,36214.08,2015-10-19,Zurich,Autumn
11.4,15.1,6.4,0.0,7.5,12.59,33,36000.0,2015-10-20,Zurich,Autumn
10.4,14.3,4.2,0.0,7.9,11.6,14,36000.0,2015-10-21,Zurich,Autumn
11.3,14.8,6.1,0.0,7.9,11.93,20,36031.06,2015-10-22,Zurich,Autumn
