temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,shortwave_radiation_sum,cloudcover_mean,sunshine_duration,date,city,season
16.2,20.6,11.9,1.3,10.7,20.0,61,51276.34,2016-05-14,Basel,Spring
14.4,19.8,7.6,0.0,11.3,28.62,6,52711.34,2016-05-15,Basel,Spring
12.9,15.5,9.0,0.1,5.9,21.83,36,50260.02,2016-05-16,Basel,Spring
14.0,17.9,9.9,0.0,9.7,26.13,21,52660.35,2016-05-17,Basel,Spring
14.6,17.3,10.7,0.0,6.6,16.59,89,42314.25,2016-05-18,Basel,Spring
12.4,14.7,10.1,34.6,9.6,6.03,87,277.57,2016-05-19,Basel,Spring
16.4,21.6,9.5,0.0,11.5,28.49,22,52955.77,2016-05-20,Basel,Spring
18.1,22.2,10.3,0.0,6.4,27.19,54,53303.46,2016-05-21,Basel,Spring
18.2,22.3,11.5,0.0,11.0,25.29,36,52536.68,2016-05-22,Basel,Spring
13.8,16.8,10.7,17.1,10.6,12.64,91,26541.06,2016-05-23,Basel,Spring
16.0,21.9,8.5,0.0,10.4,27.67,23,53696.9,2016-05-24,Basel,Spring
17.1,21.4,10.4,0.0,7.6,27.15,38,53215.64,2016-05-25,Basel,Spring
18.2,22.0,11.9,0.0,6.2,22.45,90,49932.59,2016-05-26,Basel,Spring
19.8,24.4,13.4,0.0,6.3,25.33,55,52045.8,2016-05-27,Basel,Spring
19.7,23.8,15.3,0.5,6.9,19.8,73,48623.83,2016-05-28,Basel,Spring
16.5,18.1,14.5,36.5,6.3,7.3,94,8178.38,2016-05-29,Basel,Spring
16.1,18.7,13.9,12.7,4.4,15.9,84,35409.25,2016-05-30,Basel,Spring
15.9,19.1,13.8,12.0,5.6,14.28,88,31093.35,2016-05-31,Basel,Spring
15.7,19.7,11.2,11.7,6.5,19.87,58,39093.35,2016-06-01,Basel,Summer
15.6,18.6,12.0,7.3,4.0,13.12,84,13904.98,2016-06-02,Basel,Summer
17.0,20.3,13.0,5.5,5.0,18.8,80,41859.33,2016-06-03,Basel,Summer
16.7,20.4,13.6,13.3,4.0,14.68,89,26727.56,2016-06-04,Basel,Summer
17.1,22.2,11.4,6.4,5.7,21.15,84,34032.23,2016-06-05,Basel,Summer
18.5,22.8,12.5,1.6,6.5,23.06,70,50267.85,2016-06-06,Basel,Summer
19.8,25.1,13.0,1.4,7.4,24.15,75,44365.11,2016-06-07,Basel,Summer
19.1,23.0,14.3,2.8,8.0,19.4,91,30832.88,2016-06-08,Basel,Summer
18.9,21.8,15.6,1.6,7.2,19.94,65,47216.28,2016-06-09,Basel,Summer
19.3,23.2,13.0,0.0,6.8,26.27,35,50400.0,2016-06-10,Basel,Summer
18.1,20.8,15.9,16.5,8.4,14.29,75,30954.0,2016-06-11,Basel,Summer
18.3,22.9,12.6,4.2,7.2,24.09,77,49292.48,2016-06-12,Basel,Summer
19.1,22.8,15.8,2.0,5.8,23.17,79,39345.27,2016-06-13,Basel,Summer
17.9,21.0,14.8,14.4,4.5,21.45,61,51121.85,2016-06-14,Basel,Summer
16.9,19.4,14.2,4.5,8.4,16.67,70,37566.11,2016-06-15,Basel,Summer
17.5,19.9,15.8,51.8,7.8,9.16,100,4104.06,2016-06-16,Basel,Summer
17.1,20.6,14.2,35.0,7.8,21.68,62,44661.3,2016-06-17,Basel,Summer
16.7,19.9,13.3,5.3,6.7,20.62,72,48614.43,2016-06-18,Basel,Summer
18.2,21.9,13.7,0.0,10.8,22.5,68,52682.66,2016-06-19,Basel,Summer
19.6,25.1,13.1,0.0,11.9,28.44,30,53697.34,2016-06-20,Basel,Summer
21.0,24.4,16.8,0.8,5.6,20.76,59,45012.04,2016-06-21,Basel,Summer
22.9,27.6,15.0,0.0,6.7,27.49,13,54000.0,2016-06-22,Basel,Summer
24.4,29.7,16.4,0.0,7.3,28.29,18,54000.0,2016-06-23,Basel,Summer
25.6,30.3,19.6,1.3,7.7,27.69,39,53366.38,2016-06-24,Basel,Summer
22.7,27.1,19.0,23.4,8.7,19.68,36,42781.09,2016-06-25,Basel,Summer
21.5,25.6,17.2,8.4,10.9,22.78,41,49875.73,2016-06-26,Basel,Summer
22.3,27.0,16.2,0.0,11.2,29.39,15,54000.0,2016-06-27,Basel,Summer
21.6,25.1,15.6,0.0,5.5,20.89,29,51507.04,2016-06-28,Basel,Summer
22.3,25.9,18.7,0.0,6.4,19.9,66,46913.68,2016-06-29,Basel,Summer
22.2,24.9,19.0,4.1,6.4,16.21,70,39350.78,2016-06-30,Basel,Summer
23.0,25.7,18.7,0.1,6.0,18.96,42,47018.76,2016-07-01,Basel,Summer
22.4,24.9,19.5,8.3,7.4,18.59,76,42918.98,2016-07-02,Basel,Summer
22.9,28.1,17.5,0.2,10.5,26.12,23,53715.97,2016-07-03,Basel,Summer
21.1,22.9,19.6,19.7,6.2,7.49,84,11491.72,2016-07-04,Basel,Summer
22.5,26.4,19.7,2.6,7.3,20.56,79,47684.36,2016-07-05,Basel,Summer
23.9,28.6,17.9,0.0,7.2,27.41,18,54000.0,2016-07-06,Basel,Summer
24.0,27.1,18.4,1.1,8.9,24.07,33,54000.0,2016-07-07,Basel,Summer
23.6,27.0,20.6,5.7,6.1,15.24,66,35769.84,2016-07-08,Basel,Summer
25.8,29.3,20.6,0.0,6.8,24.15,20,54000.0,2016-07-09,Basel,Summer
24.6,28.1,19.7,4.9,6.3,19.05,67,48051.4,2016-07-10,Basel,Summer
24.4,28.0,21.0,5.4,7.5,18.09,77,35633.45,2016-07-11,Basel,Summer
22.5,25.8,19.5,35.5,8.3,13.67,83,24405.43,2016-07-12,Basel,Summer
19.6,23.0,15.3,17.3,14.5,18.66,54,41397.01,2016-07-13,Basel,Summer
17.5,22.5,11.6,0.3,13.8,27.51,33,54000.0,2016-07-14,Basel,Summer
17.8,23.3,11.3,0.0,12.3,29.19,8,54000.0,2016-07-15,Basel,Summer
20.1,26.5,11.9,0.0,10.5,29.43,1,54000.0,2016-07-16,Basel,Summer
22.6,27.4,16.2,0.0,7.2,28.1,4,54000.0,2016-07-17,Basel,Summer
24.6,28.7,18.8,0.4,4.9,27.54,10,54000.0,2016-07-18,Basel,Summer
25.2,28.8,18.4,0.0,6.6,25.42,9,54000.0,2016-07-19,Basel,Summer
26.1,29.8,20.0,0.0,6.3,25.66,17,54000.0,2016-07-20,Basel,Summer
25.1,27.7,21.8,6.2,7.7,18.07,74,42370.18,2016-07-21,Basel,Summer
23.3,24.3,21.8,10.3,6.8,11.1,89,18719.71,2016-07-22,Basel,Summer
22.7,25.2,18.9,18.2,8.0,16.26,71,40052.48,2016-07-23,Basel,Summer
23.9,28.5,17.2,0.5,7.3,24.56,82,53356.0,2016-07-24,Basel,Summer
25.2,29.2,19.4,0.7,6.9,22.73,41,53519.27,2016-07-25,Basel,Summer
24.3,29.0,20.0,3.4,6.8,22.54,47,48536.76,2016-07-26,Basel,Summer
23.1,26.7,18.2,1.9,7.1,20.57,64,49223.45,2016-07-27,Basel,Summer
23.7,27.3,17.7,0.0,7.4,23.16,35,52807.86,2016-07-28,Basel,Summer
24.2,26.8,18.7,0.0,4.3,19.89,31,51695.16,2016-07-29,Basel,Summer
25.1,27.3,22.3,1.1,8.2,19.88,50,45282.4,2016-07-30,Basel,Summer
22.5,24.6,20.3,23.3,7.0,12.9,86,23923.33,2016-07-31,Basel,Summer
23.4,27.4,19.5,0.9,7.9,21.7,46,50412.16,2016-08-01,Basel,Summer
22.2,24.7,18.7,2.3,4.3,14.7,84,37544.71,2016-08-02,Basel,Summer
24.1,26.5,20.8,0.5,6.2,17.78,39,49455.63,2016-08-03,Basel,Summer
23.3,26.8,18.8,28.6,5.6,17.8,64,39279.24,2016-08-04,Basel,Summer
19.6,20.8,17.3,66.1,13.4,15.89,96,36556.55,2016-08-05,Basel,Summer
21.3,27.3,14.5,0.0,10.9,25.23,9,50003.04,2016-08-06,Basel,Summer
22.2,26.5,15.9,0.0,9.5,24.85,10,49714.33,2016-08-07,Basel,Summer
22.7,26.2,15.8,0.0,5.5,22.6,24,47658.02,2016-08-08,Basel,Summer
21.5,25.2,18.2,15.4,9.4,14.84,80,26803.11,2016-08-09,Basel,Summer
20.1,24.5,16.1,0.0,12.3,25.43,24,47807.16,2016-08-10,Basel,Summer
18.8,22.6,14.9,0.0,10.1,25.16,21,47883.89,2016-08-11,Basel,Summer
20.1,23.5,16.4,0.0,7.1,22.26,24,46908.58,2016-08-12,Basel,Summer
21.9,25.4,18.1,0.0,7.0,21.1,22,46988.58,2016-08-13,Basel,Summer
23.2,27.0,17.1,0.4,4.9,20.97,39,42172.09,2016-08-14,Basel,Summer
23.7,27.4,19.0,0.7,6.1,19.55,70,44187.28,2016-08-15,Basel,Summer
23.0,27.0,18.1,3.5,6.6,20.39,59,45635.92,2016-08-16,Basel,Summer
23.0,27.4,18.4,4.4,6.2,20.64,39,41002.68,2016-08-17,Basel,Summer
21.8,24.3,19.2,4.4,7.0,15.62,60,33178.75,2016-08-18,Basel,Summer
22.1,24.6,18.2,1.6,5.9,15.66,79,41357.92,2016-08-19,Basel,Summer
21.8,23.1,19.8,62.5,5.5,6.26,90,10164.58,2016-08-20,Basel,Summer
22.1,26.7,18.0,1.0,10.5,21.44,28,46800.0,2016-08-21,Basel,Summer
21.0,25.2,16.1,0.0,10.8,24.14,1,46829.32,2016-08-22,Basel,Summer
22.4,26.0,18.3,0.0,7.2,23.21,1,46800.0,2016-08-23,Basel,Summer
23.5,26.8,19.5,0.0,5.9,22.34,17,46800.0,2016-08-24,Basel,Summer
23.8,27.2,20.1,0.0,5.8,21.54,18,46800.0,2016-08-25,Basel,Summer
24.2,27.4,21.3,0.0,7.6,18.66,46,46361.49,2016-08-26,Basel,Summer
24.3,27.8,19.1,0.0,6.7,19.47,32,46800.0,2016-08-27,Basel,Summer
25.2,28.3,20.9,0.1,7.5,21.05,21,46800.0,2016-08-28,Basel,Summer
24.2,27.6,20.0,7.2,7.4,17.34,52,41021.55,2016-08-29,Basel,Summer
22.1,23.4,20.8,11.8,5.8,9.61,87,20251.93,2016-08-30,Basel,Summer
23.0,25.6,19.7,0.0,7.5,17.86,27,44322.14,2016-08-31,Basel,Summer
23.5,26.8,18.6,0.6,5.7,17.25,38,40450.59,2016-09-01,Basel,Autumn
23.8,26.6,18.7,0.2,6.0,16.97,49,45851.75,2016-09-02,Basel,Autumn
23.8,27.2,18.4,2.6,5.8,17.1,72,40215.9,2016-09-03,Basel,Autumn
23.1,26.8,18.3,0.2,6.6,14.13,78,26864.44,2016-09-04,Basel,Autumn
20.8,23.5,16.9,0.4,10.4,10.38,58,34838.97,2016-09-05,Basel,Autumn
21.3,27.0,16.1,0.0,11.1,21.27,5,46074.23,2016-09-06,Basel,Autumn
20.9,25.2,15.5,0.0,6.2,19.63,5,45959.36,2016-09-07,Basel,Autumn
21.8,25.3,16.7,0.0,6.6,17.8,21,45528.86,2016-09-08,Basel,Autumn
23.1,27.4,16.0,0.1,6.0,18.04,27,42188.54,2016-09-09,Basel,Autumn
23.7,27.6,17.8,0.0,8.6,18.39,53,42113.25,2016-09-10,Basel,Autumn
22.9,28.0,17.9,2.4,7.3,17.9,39,43033.98,2016-09-11,Basel,Autumn
22.4,26.7,16.9,0.1,8.1,17.47,47,42266.39,2016-09-12,Basel,Autumn
23.4,26.4,19.4,0.0,8.3,18.04,26,43164.62,2016-09-13,Basel,Autumn
21.8,25.7,16.6,3.7,7.3,15.85,39,43147.91,2016-09-14,Basel,Autumn
19.2,21.4,17.4,17.4,6.4,5.59,86,14507.92,2016-09-15,Basel,Autumn
18.5,22.1,15.2,5.2,6.5,13.8,65,38706.14,2016-09-16,Basel,Autumn
19.2,23.2,16.0,2.3,7.3,16.41,62,39820.09,2016-09-17,Basel,Autumn
18.0,20.1,14.7,0.5,5.2,11.84,55,37668.38,2016-09-18,Basel,Autumn
19.1,23.5,15.5,0.0,11.2,17.6,32,41494.08,2016-09-19,Basel,Autumn
18.2,22.8,12.9,2.6,11.1,15.97,48,40208.68,2016-09-20,Basel,Autumn
16.9,18.4,14.9,8.6,6.3,11.58,70,38867.95,2016-09-21,Basel,Autumn
17.3,19.8,15.2,1.6,7.0,11.59,61,33177.24,2016-09-22,Basel,Autumn
17.7,19.3,16.6,1.2,4.3,7.11,82,27948.74,2016-09-23,Basel,Autumn
18.3,21.0,15.9,3.4,5.4,11.92,55,32922.29,2016-09-24,Basel,Autumn
18.7,21.7,13.9,0.0,6.4,15.41,5,39585.71,2016-09-25,Basel,Autumn
18.7,22.1,13.5,0.4,7.1,15.53,33,39777.26,2016-09-26,Basel,Autumn
18.7,22.1,13.4,0.0,5.8,15.03,51,36000.0,2016-09-27,Basel,Autumn
18.6,22.4,12.9,0.0,6.9,15.13,17,39855.43,2016-09-28,Basel,Autumn
18.6,22.7,13.3,0.0,5.5,13.87,30,36565.2,2016-09-29,Basel,Autumn
17.9,19.6,15.7,0.0,6.3,6.55,57,33436.72,2016-09-30,Basel,Autumn
16.8,18.5,13.8,3.3,4.5,5.25,98,4426.78,2016-10-01,Basel,Autumn
17.2,18.9,14.3,4.9,8.4,7.55,66,26155.11,2016-10-02,Basel,Autumn
15.4,20.5,9.3,0.0,10.9,16.31,7,40118.99,2016-10-03,Basel,Autumn
16.5,20.5,11.2,0.0,7.9,15.7,5,39711.88,2016-10-04,Basel,Autumn
14.9,19.1,10.6,4.4,9.4,13.84,19,37005.65,2016-10-05,Basel,Autumn
12.0,13.6,10.7,4.2,6.5,5.25,90,8577.35,2016-10-06,Basel,Autumn
13.5,16.3,10.7,0.0,5.3,11.35,62,38873.64,2016-10-07,Basel,Autumn
13.5,15.0,11.7,0.3,5.3,7.39,61,29251.08,2016-10-08,Basel,Autumn
10.8,12.2,9.3,16.3,6.1,2.12,89,4349.23,2016-10-09,Basel,Autumn
10.6,13.8,8.4,2.7,5.4,10.84,61,29690.42,2016-10-10,Basel,Autumn
10.1,12.0,8.4,4.2,7.3,9.19,64,27464.12,2016-10-11,Basel,Autumn
11.1,13.8,6.8,0.0,8.0,14.2,41,36545.46,2016-10-12,Basel,Autumn
9.7,11.1,8.1,6.4,6.5,3.47,100,0.0,2016-10-13,Basel,Autumn
11.2,13.1,8.4,41.3,6.9,1.33,100,0.0,2016-10-14,Basel,Autumn
13.3,16.3,10.1,17.4,5.9,4.55,83,16450.84,2016-10-15,Basel,Autumn
14.1,20.2,8.6,0.0,8.1,12.55,74,33095.06,2016-10-16,Basel,Autumn
14.3,17.9,10.8,1.5,8.0,7.59,86,23288.74,2016-10-17,Basel,Autumn
13.7,18.3,9.4,1.0,6.7,11.5,51,34020.29,2016-10-18,Basel,Autumn
12.8,14.1,11.0,2.5,6.2,4.55,79,20243.92,2016-10-19,Basel,Autumn
12.3,15.8,9.7,0.2,8.9,12.44,47,36000.0,2016-10-20,Basel,Autumn
11.6,14.5,9.2,0.2,5.1,11.8,13,36014.93,2016-10-21,Basel,Autumn
10.0,11.3,7.4,0.3,5.0,3.73,71,8905.05,2016-10-22,Basel,Autumn
10.7,11.4,9.7,5.8,5.6,1.68,99,0.0,2016-10-23,Basel,Autumn
12.6,14.0,10.9,8.5,4.9,1.52,100,0.0,2016-10-24,Basel,Autumn
14.5,16.1,12.7,4.9,4.3,2.57,99,2319.91,2016-10-25,Basel,Autumn
14.0,17.6,10.2,3.4,7.1,6.06,82,27451.5,2016-10-26,Basel,Autumn
14.8,18.1,12.4,0.0,9.4,11.27,8,35788.8,2016-10-27,Basel,Autumn
13.6,15.2,12.3,0.0,5.4,5.64,46,30774.42,2016-10-28,Basel,Autumn
14.9,19.5,9.6,0.0,6.5,9.91,21,35466.89,2016-10-29,Basel,Autumn
14.5,18.7,8.0,0.0,7.4,10.4,18,34802.52,2016-10-30,Basel,Autumn
12.4,15.9,8.6,0.0,6.8,7.23,57,24822.23,2016-10-31,Basel,Autumn
12.8,15.8,10.6,0.0,5.8,7.7,18,33461.84,2016-11-01,Basel,Autumn
12.5,16.0,8.0,0.0,5.9,7.95,67,30229.44,2016-11-02,Basel,Autumn
12.3,15.3,10.1,0.8,9.2,9.76,26,35180.57,2016-11-03,Basel,Autumn
10.0,11.0,9.2,0.0,4.0,2.54,91,174.38,2016-11-04,Basel,Autumn
9.9,10.5,8.9,22.5,5.4,1.15,100,0.0,2016-11-05,Basel,Autumn
9.2,10.8,3.6,8.0,10.8,2.43,72,6544.7,2016-11-06,Basel,Autumn
6.1,10.1,1.5,0.0,9.9,9.41,14,34631.0,2016-11-07,Basel,Autumn
5.7,9.9,2.1,0.0,10.7,9.5,7,34468.35,2016-11-08,Basel,Autumn
4.8,7.6,1.7,0.0,8.8,5.64,67,15334.39,2016-11-09,Basel,Autumn
7.7,10.2,5.7,0.0,6.4,8.93,43,33863.81,2016-11-10,Basel,Autumn
7.0,10.9,3.1,0.4,11.2,7.31,68,29958.77,2016-11-11,Basel,Autumn
6.9,11.2,2.2,0.0,10.5,9.25,10,33451.73,2016-11-12,Basel,Autumn
8.7,11.1,7.4,0.0,7.7,6.78,82,25137.77,2016-11-13,Basel,Autumn
7.5,8.5,5.9,0.0,3.8,3.78,60,12909.24,2016-11-14,Basel,Autumn
6.5,7.5,5.4,0.0,4.0,2.72,66,15207.38,2016-11-15,Basel,Autumn
8.8,11.5,6.6,0.0,4.8,5.33,80,20961.26,2016-11-16,Basel,Autumn
8.5,11.1,4.8,0.0,4.0,6.0,89,24314.11,2016-11-17,Basel,Autumn
8.4,9.2,7.5,7.4,4.1,1.36,100,997.66,2016-11-18,Basel,Autumn
8.3,9.6,6.2,13.9,6.8,1.18,97,0.0,2016-11-19,Basel,Autumn
8.5,10.4,5.5,4.6,7.2,1.88,98,3765.43,2016-11-20,Basel,Autumn
10.1,10.8,9.3,35.5,2.6,0.7,100,0.0,2016-11-21,Basel,Autumn
10.7,11.9,9.7,51.1,5.1,0.6,100,0.0,2016-11-22,Basel,Autumn
11.9,12.6,10.8,37.6,5.9,0.77,100,0.0,2016-11-23,Basel,Autumn
11.3,12.9,9.5,13.9,6.3,1.59,100,0.0,2016-11-24,Basel,Autumn
11.3,12.7,10.2,14.8,6.0,1.24,100,0.0,2016-11-25,Basel,Autumn
10.4,12.4,7.3,5.8,5.9,2.58,73,903.91,2016-11-26,Basel,Autumn
8.9,14.0,5.2,0.0,7.9,6.62,67,26171.13,2016-11-27,Basel,Autumn
8.1,11.8,5.7,1.5,7.3,5.99,49,28800.0,2016-11-28,Basel,Autumn
3.8,5.0,2.3,1.1,5.8,4.9,59,23530.46,2016-11-29,Basel,Autumn
5.7,9.1,1.8,0.0,8.7,6.8,1,30133.45,2016-11-30,Basel,Autumn
9.7,13.4,5.0,0.0,11.2,6.85,20,30152.14,2016-12-01,Basel,Winter
10.4,13.5,8.2,0.0,10.8,7.0,7,30169.32,2016-12-02,Basel,Winter
5.5,7.1,2.0,0.3,6.6,1.63,69,3743.86,2016-12-03,Basel,Winter
7.1,8.3,6.4,0.0,6.2,2.58,76,14440.94,2016-12-04,Basel,Winter
7.3,9.3,5.5,0.0,8.3,4.73,37,29806.36,2016-12-05,Basel,Winter
7.5,11.0,1.5,0.0,9.3,6.62,19,30222.74,2016-12-06,Basel,Winter
5.2,10.1,0.6,0.0,7.5,6.51,12,29418.14,2016-12-07,Basel,Winter
5.4,11.1,0.9,0.0,8.0,6.28,37,29832.28,2016-12-08,Basel,Winter
5.3,10.5,1.0,0.0,6.4,6.26,37,28765.51,2016-12-09,Basel,Winter
7.2,11.0,1.4,0.0,6.8,5.85,22,29749.79,2016-12-10,Basel,Winter
6.0,10.7,1.6,0.0,7.6,5.59,43,29696.61,2016-12-11,Basel,Winter
8.9,12.1,6.6,0.0,11.4,6.31,12,29644.03,2016-12-12,Basel,Winter
6.4,10.3,0.3,0.0,9.4,6.02,22,27925.94,2016-12-13,Basel,Winter
4.9,8.7,0.5,0.0,6.7,6.07,6,29541.23,2016-12-14,Basel,Winter
5.0,8.9,1.5,0.0,7.6,6.02,9,29491.28,2016-12-15,Basel,Winter
4.0,6.1,-0.2,0.0,7.2,4.72,21,27216.77,2016-12-16,Basel,Winter
5.1,8.2,0.1,0.0,6.0,6.29,28,28568.56,2016-12-17,Basel,Winter
3.7,8.9,-0.4,0.0,7.9,6.12,19,28935.46,2016-12-18,Basel,Winter
3.8,4.8,2.3,0.7,8.0,2.31,90,7066.52,2016-12-19,Basel,Winter
5.3,7.7,2.8,2.1,7.3,1.56,98,1412.25,2016-12-20,Basel,Winter
8.2,11.5,2.2,0.0,6.9,4.23,39,24842.33,2016-12-21,Basel,Winter
6.4,12.8,1.6,0.0,10.7,6.15,6,30005.94,2016-12-22,Basel,Winter
9.2,13.0,6.4,0.0,10.8,6.13,0,29964.31,2016-12-23,Basel,Winter
8.8,12.4,5.1,0.0,11.3,5.87,68,29255.58,2016-12-24,Basel,Winter
10.3,13.7,7.3,0.0,12.6,5.6,88,28409.1,2016-12-25,Basel,Winter
11.5,15.1,8.1,0.0,12.7,6.09,34,29842.31,2016-12-26,Basel,Winter
8.1,12.3,5.3,0.0,14.8,6.28,3,30505.29,2016-12-27,Basel,Winter
7.3,12.0,4.9,0.0,13.3,6.41,3,30539.98,2016-12-28,Basel,Winter
6.3,9.7,4.3,0.0,12.2,3.14,25,14576.21,2016-12-29,Basel,Winter
5.0,7.0,2.7,0.0,5.2,4.95,22,27050.25,2016-12-30,Basel,Winter
5.5,10.0,-0.2,0.0,8.0,6.49,3,30672.95,2016-12-31,Basel,Winter
4.7,9.1,-0.3,0.0,6.9,6.49,0,30726.62,2017-01-01,Basel,Winter
4.0,7.6,0.5,0.0,9.0,6.05,32,28764.81,2017-01-02,Basel,Winter
4.2,7.6,-0.6,0.0,10.2,5.79,15,30847.44,2017-01-03,Basel,Winter
3.3,11.5,-1.9,0.0,11.9,6.43,45,29078.54,2017-01-04,Basel,Winter
2.6,5.1,0.3,0.0,15.0,6.02,19,30985.65,2017-01-05,Basel,Winter
0.6,3.8,-1.6,0.0,11.4,6.96,0,31061.05,2017-01-06,Basel,Winter
-1.6,0.8,-3.8,0.0,6.5,6.64,13,31140.5,2017-01-07,Basel,Winter
-1.2,7.3,-5.0,0.0,7.6,6.38,19,31223.93,2017-01-08,Basel,Winter
2.4,6.9,-3.3,0.0,4.6,7.02,12,31311.58,2017-01-09,Basel,Winter
-0.3,1.8,-2.3,3.2,6.6,2.03,99,0.0,2017-01-10,Basel,Winter
-0.8,0.3,-1.9,0.1,7.6,2.94,88,6423.12,2017-01-11,Basel,Winter
1.8,6.6,-2.2,4.4,6.6,6.17,49,26656.27,2017-01-12,Basel,Winter
2.0,6.5,-0.2,2.9,16.2,5.52,69,22302.97,2017-01-13,Basel,Winter
3.2,7.5,0.0,0.0,13.3,6.77,57,31764.41,2017-01-14,Basel,Winter
1.4,4.9,-0.0,0.0,11.5,7.56,16,31921.05,2017-01-15,Basel,Winter
0.1,3.6,-2.0,0.0,13.3,7.66,11,31959.97,2017-01-16,Basel,Winter
0.5,3.5,-1.3,0.0,11.6,7.05,54,32001.3,2017-01-17,Basel,Winter
2.1,6.0,-1.6,0.0,7.3,7.68,0,32044.98,2017-01-18,Basel,Winter
3.2,6.9,-0.7,0.0,6.5,7.66,4,32090.95,2017-01-19,Basel,Winter
1.3,6.0,-2.3,0.0,6.2,7.59,42,31073.34,2017-01-20,Basel,Winter
1.4,7.0,-3.9,0.0,4.6,7.74,32,32189.48,2017-01-21,Basel,Winter
1.4,7.9,-4.9,0.0,5.8,7.91,46,31779.87,2017-01-22,Basel,Winter
3.3,8.8,-1.4,0.0,8.7,7.9,67,32296.4,2017-01-23,Basel,Winter
3.7,10.1,-2.0,0.0,8.9,8.37,9,32352.86,2017-01-24,Basel,Winter
4.2,8.6,-0.2,0.0,6.2,8.45,4,32400.0,2017-01-25,Basel,Winter
1.1,5.4,-3.4,0.0,7.1,7.35,42,32206.01,2017-01-26,Basel,Winter
2.2,6.2,-1.4,0.0,5.3,7.09,84,28345.78,2017-01-27,Basel,Winter
2.1,4.1,-0.1,0.3,5.8,3.53,87,10800.0,2017-01-28,Basel,Winter
3.1,9.6,-2.0,0.0,6.9,8.51,44,31343.2,2017-01-29,Basel,Winter
4.1,8.2,0.5,0.8,4.9,2.94,98,2358.51,2017-01-30,Basel,Winter
4.1,6.9,2.2,0.9,4.4,3.7,96,8785.4,2017-01-31,Basel,Winter
4.3,9.4,-0.5,0.0,5.2,5.88,63,27624.47,2017-02-01,Basel,Winter
6.4,7.1,5.0,8.3,4.9,0.77,100,0.0,2017-02-02,Basel,Winter
5.4,6.4,4.6,23.0,6.3,1.11,100,0.0,2017-02-03,Basel,Winter
4.7,6.0,1.5,6.7,5.4,1.26,100,0.0,2017-02-04,Basel,Winter
2.8,6.5,0.2,11.6,7.7,3.16,92,4373.04,2017-02-05,Basel,Winter
6.4,11.2,2.9,1.8,12.5,4.89,79,11488.34,2017-02-06,Basel,Winter
6.4,10.5,1.7,0.0,11.0,8.67,48,25833.03,2017-02-07,Basel,Winter
5.9,6.9,4.7,3.7,4.5,2.28,92,0.0,2017-02-08,Basel,Winter
3.7,5.2,2.5,2.3,7.0,3.81,99,397.21,2017-02-09,Basel,Winter
3.1,4.1,2.7,13.1,4.6,1.79,100,832.63,2017-02-10,Basel,Winter
3.9,5.1,2.9,5.8,3.4,2.26,99,1278.93,2017-02-11,Basel,Winter
6.3,8.1,4.3,1.2,4.7,3.06,98,1987.23,2017-02-12,Basel,Winter
6.0,8.4,4.6,3.0,7.5,5.31,83,16842.92,2017-02-13,Basel,Winter
7.1,11.1,4.1,2.3,6.2,8.77,49,31988.95,2017-02-14,Basel,Winter
8.0,14.5,2.2,0.0,7.4,11.68,0,35716.42,2017-02-15,Basel,Winter
8.2,15.3,2.6,0.0,7.9,11.93,14,35754.33,2017-02-16,Basel,Winter
7.8,13.4,3.0,0.1,8.3,11.07,29,33679.9,2017-02-17,Basel,Winter
5.9,10.8,1.5,0.0,12.7,12.44,3,36525.38,2017-02-18,Basel,Winter
5.6,10.8,1.1,0.0,7.4,12.55,4,36907.45,2017-02-19,Basel,Winter
5.2,11.2,-0.5,0.0,9.7,12.2,35,36592.71,2017-02-20,Basel,Winter
7.0,12.5,2.6,0.0,7.1,11.44,45,34817.57,2017-02-21,Basel,Winter
8.0,12.1,3.8,0.0,7.1,12.13,69,37693.63,2017-02-22,Basel,Winter
7.6,10.6,3.5,0.3,8.2,6.93,96,17161.45,2017-02-23,Basel,Winter
9.5,13.9,6.1,0.0,12.6,8.41,76,31435.43,2017-02-24,Basel,Winter
6.1,9.0,2.0,0.0,10.1,9.4,28,34991.14,2017-02-25,Basel,Winter
6.8,12.0,1.4,0.0,6.8,11.63,64,34563.73,2017-02-26,Basel,Winter
6.9,11.6,1.8,0.5,10.6,12.33,45,38893.12,2017-02-27,Basel,Winter
5.0,6.3,3.6,26.4,6.8,1.91,94,0.0,2017-02-28,Basel,Winter
6.6,13.1,0.9,0.0,9.7,14.31,23,35984.71,2017-03-01,Basel,Spring
8.5,14.5,2.8,0.0,9.3,14.1,31,39222.64,2017-03-02,Basel,Spring
5.5,7.0,2.8,7.0,8.5,1.26,92,0.0,2017-03-03,Basel,Spring
7.4,9.8,6.4,21.7,21.1,2.1,98,0.0,2017-03-04,Basel,Spring
6.7,10.7,2.9,14.9,6.9,8.22,91,24823.89,2017-03-05,Basel,Spring
6.1,11.3,1.5,3.6,8.6,8.32,86,18052.47,2017-03-06,Basel,Spring
6.8,12.2,1.1,0.0,16.2,16.16,12,39600.0,2017-03-07,Basel,Spring
8.4,14.3,2.1,0.0,9.9,15.11,42,39056.7,2017-03-08,Basel,Spring
11.2,19.0,4.1,0.0,7.3,15.32,50,39600.0,2017-03-09,Basel,Spring
